PROV95;Etevuon;Etevuon;Etevuon;;Etevuon;;;;;;;;;x
PROV96;Maede;Maede;Maede;;Maede;;;;;;;;;x
PROV97;Nort Traenge;Nort Traenge;Nort Traenge;;Nort Traenge;;;;;;;;;x
PROV98;Province0098;Province0098;Province0098;;Province0098;;;;;;;;;x
PROV99;Province0099;Province0099;Province0099;;Province0099;;;;;;;;;x
PROV100;Province0100;Province0100;Province0100;;Province0100;;;;;;;;;x
PROV101;Province0101;Province0101;Province0101;;Province0101;;;;;;;;;x
PROV102;Province0102;Province0102;Province0102;;Province0102;;;;;;;;;x
PROV103;Occidens;Occidens;Occidens;;Occidens;;;;;;;;;x
PROV104;Province0104;Province0104;Province0104;;Province0104;;;;;;;;;x
PROV105;Province0105;Province0105;Province0105;;Province0105;;;;;;;;;x
PROV106;Province0106;Province0106;Province0106;;Province0106;;;;;;;;;x
PROV107;Province0107;Province0107;Province0107;;Province0107;;;;;;;;;x
PROV108;Province0108;Province0108;Province0108;;Province0108;;;;;;;;;x
PROV109;Province0109;Province0109;Province0109;;Province0109;;;;;;;;;x
PROV110;Province0110;Province0110;Province0110;;Province0110;;;;;;;;;x
PROV111;Polaht;Polaht;Polaht;;Polaht;;;;;;;;;x
PROV112;Province0112;Province0112;Province0112;;Province0112;;;;;;;;;x
PROV113;Province0113;Province0113;Province0113;;Province0113;;;;;;;;;x
PROV114;Anderia;Anderia;Anderia;;Anderia;;;;;;;;;x
PROV115;Province0115;Province0115;Province0115;;Province0115;;;;;;;;;x
PROV116;Province0116;Province0116;Province0116;;Province0116;;;;;;;;;x
PROV117;Province0117;Province0117;Province0117;;Province0117;;;;;;;;;x
PROV118;Pojvuon;Pojvuon;Pojvuon;;Pojvuon;;;;;;;;;x
PROV119;Province0119;Province0119;Province0119;;Province0119;;;;;;;;;x
PROV120;Province0120;Province0120;Province0120;;Province0120;;;;;;;;;x
PROV121;Chester;Chester;Chester;;Chester;;;;;;;;;x
PROV122;Province0122;Province0122;Province0122;;Province0122;;;;;;;;;x
PROV123;Restocciden;Restocciden;Restocciden;;Restocciden;;;;;;;;;x
PROV124;Province0124;Province0124;Province0124;;Province0124;;;;;;;;;x
PROV125;Province0125;Province0125;Province0125;;Province0125;;;;;;;;;x
PROV126;Costamig;Costamig;Costamig;;Costamig;;;;;;;;;x
PROV127;Province0127;Province0127;Province0127;;Province0127;;;;;;;;;x
PROV128;Province0128;Province0128;Province0128;;Province0128;;;;;;;;;x
PROV129;Mitt Traenge;Mitt Traenge;Mitt Traenge;;Mitt Traenge;;;;;;;;;x
PROV130;Province0130;Province0130;Province0130;;Province0130;;;;;;;;;x
PROV131;Province0131;Province0131;Province0131;;Province0131;;;;;;;;;x
PROV132;Province0132;Province0132;Province0132;;Province0132;;;;;;;;;x
PROV133;Province0133;Province0133;Province0133;;Province0133;;;;;;;;;x
PROV134;Restorro;Restorro;Restorro;;Restorro;;;;;;;;;x
PROV135;Restaus;Restaus;Restaus;;Restaus;;;;;;;;;x
PROV136;Province0136;Province0136;Province0136;;Province0136;;;;;;;;;x
PROV137;Droncote;Droncote;Droncote;;Droncote;;;;;;;;;x
PROV138;Peninsul;Peninsul;Peninsul;;Peninsul;;;;;;;;;x
PROV139;Province0139;Province0139;Province0139;;Province0139;;;;;;;;;x
PROV140;Alexion;Alexion;Alexion;;Alexion;;;;;;;;;x
PROV141;Province0141;Province0141;Province0141;;Province0141;;;;;;;;;x
PROV142;Province0142;Province0142;Province0142;;Province0142;;;;;;;;;x
PROV143;Province0143;Province0143;Province0143;;Province0143;;;;;;;;;x
PROV144;Province0144;Province0144;Province0144;;Province0144;;;;;;;;;x
PROV145;Province0145;Province0145;Province0145;;Province0145;;;;;;;;;x
PROV146;Province0146;Province0146;Province0146;;Province0146;;;;;;;;;x
PROV147;Province0147;Province0147;Province0147;;Province0147;;;;;;;;;x
PROV148;Joutom;Joutom;Joutom;;Joutom;;;;;;;;;x
PROV149;Province0149;Province0149;Province0149;;Province0149;;;;;;;;;x
PROV150;Province0150;Province0150;Province0150;;Province0150;;;;;;;;;x
PROV151;Province0151;Province0151;Province0151;;Province0151;;;;;;;;;x
PROV152;Province0152;Province0152;Province0152;;Province0152;;;;;;;;;x
PROV153;Province0153;Province0153;Province0153;;Province0153;;;;;;;;;x
PROV154;Province0154;Province0154;Province0154;;Province0154;;;;;;;;;x
PROV155;Province0155;Province0155;Province0155;;Province0155;;;;;;;;;x
PROV156;Province0156;Province0156;Province0156;;Province0156;;;;;;;;;x
PROV157;Province0157;Province0157;Province0157;;Province0157;;;;;;;;;x
PROV158;Exolexion;Exolexion;Exolexion;;Exolexion;;;;;;;;;x
PROV159;Restorien;Restorien;Restorien;;Restorien;;;;;;;;;x
PROV160;Frontiecoet;Frontiecoet;Frontiecoet;;Frontiecoet;;;;;;;;;x
PROV161;Leriv;Leriv;Leriv;;Leriv;;;;;;;;;x
PROV162;Onium;Onium;Onium;;Onium;;;;;;;;;x
PROV163;Fujarra;Fujarra;Fujarra;;Fujarra;;;;;;;;;x
PROV164;Lansimbul;Lansimbul;Lansimbul;;Lansimbul;;;;;;;;;x
PROV165;Province0165;Province0165;Province0165;;Province0165;;;;;;;;;x
PROV166;Province0166;Province0166;Province0166;;Province0166;;;;;;;;;x
PROV167;Province0167;Province0167;Province0167;;Province0167;;;;;;;;;x
PROV168;Province0168;Province0168;Province0168;;Province0168;;;;;;;;;x
PROV169;Sut Traenge;Sut Traenge;Sut Traenge;;Sut Traenge;;;;;;;;;x
PROV170;Province0170;Province0170;Province0170;;Province0170;;;;;;;;;x
PROV171;Province0171;Province0171;Province0171;;Province0171;;;;;;;;;x
PROV172;Province0172;Province0172;Province0172;;Province0172;;;;;;;;;x
PROV173;Province0173;Province0173;Province0173;;Province0173;;;;;;;;;x
PROV174;Province0174;Province0174;Province0174;;Province0174;;;;;;;;;x
PROV175;Province0175;Province0175;Province0175;;Province0175;;;;;;;;;x
PROV176;Province0176;Province0176;Province0176;;Province0176;;;;;;;;;x
PROV177;Province0177;Province0177;Province0177;;Province0177;;;;;;;;;x
PROV178;Agricol;Agricol;Agricol;;Agricol;;;;;;;;;x
PROV179;Province0179;Province0179;Province0179;;Province0179;;;;;;;;;x
PROV180;Province0180;Province0180;Province0180;;Province0180;;;;;;;;;x
PROV181;Province0181;Province0181;Province0181;;Province0181;;;;;;;;;x
PROV182;Contrarra;Contrarra;Contrarra;;Contrarra;;;;;;;;;x
PROV183;Province0183;Province0183;Province0183;;Province0183;;;;;;;;;x
PROV184;Province0184;Province0184;Province0184;;Province0184;;;;;;;;;x
PROV185;Makinnen;Makinnen;Makinnen;;Makinnen;;;;;;;;;x
PROV186;Dronne Centre;Dronne Centre;Dronne Centre;;Dronne Centre;;;;;;;;;x
PROV187;Province0187;Province0187;Province0187;;Province0187;;;;;;;;;x
PROV188;Province0188;Province0188;Province0188;;Province0188;;;;;;;;;x
PROV189;Province0189;Province0189;Province0189;;Province0189;;;;;;;;;x
PROV190;Limnia;Limnia;Limnia;;Limnia;;;;;;;;;x
PROV191;Alsur;Alsur;Alsur;;Alsur;;;;;;;;;x
PROV192;Province0192;Province0192;Province0192;;Province0192;;;;;;;;;x
PROV193;Province0193;Province0193;Province0193;;Province0193;;;;;;;;;x
PROV194;Province0194;Province0194;Province0194;;Province0194;;;;;;;;;x
PROV195;Erebus;Erebus;Erebus;;Erebus;;;;;;;;;x
PROV196;Frontiefim;Frontiefim;Frontiefim;;Frontiefim;;;;;;;;;x
PROV197;Medrio;Medrio;Medrio;;Medrio;;;;;;;;;x
PROV198;Province0198;Province0198;Province0198;;Province0198;;;;;;;;;x
PROV199;Province0199;Province0199;Province0199;;Province0199;;;;;;;;;x
PROV200;Keskimbul;Keskimbul;Keskimbul;;Keskimbul;;;;;;;;;x
PROV201;Province0201;Province0201;Province0201;;Province0201;;;;;;;;;x
PROV202;Province0202;Province0202;Province0202;;Province0202;;;;;;;;;x
PROV203;Mesipnos;Mesipnos;Mesipnos;;Mesipnos;;;;;;;;;x
PROV204;Province0204;Province0204;Province0204;;Province0204;;;;;;;;;x
PROV205;Province0205;Province0205;Province0205;;Province0205;;;;;;;;;x
PROV206;Province0206;Province0206;Province0206;;Province0206;;;;;;;;;x
PROV207;Desol;Desol;Desol;;Desol;;;;;;;;;x
PROV208;Province0208;Province0208;Province0208;;Province0208;;;;;;;;;x
PROV209;Province0209;Province0209;Province0209;;Province0209;;;;;;;;;x
PROV210;Province0210;Province0210;Province0210;;Province0210;;;;;;;;;x
PROV211;Romarra Centra;Romarra Centra;Romarra Centra;;Romarra Centra;;;;;;;;;x
PROV212;Ermit;Ermit;Ermit;;Ermit;;;;;;;;;x
PROV213;Province0213;Province0213;Province0213;;Province0213;;;;;;;;;x
PROV214;Province0214;Province0214;Province0214;;Province0214;;;;;;;;;x
PROV215;Province0215;Province0215;Province0215;;Province0215;;;;;;;;;x
PROV216;Province0216;Province0216;Province0216;;Province0216;;;;;;;;;x
PROV217;Mesar;Mesar;Mesar;;Mesar;;;;;;;;;x
PROV218;Province0218;Province0218;Province0218;;Province0218;;;;;;;;;x
PROV219;Province0219;Province0219;Province0219;;Province0219;;;;;;;;;x
PROV220;Province0220;Province0220;Province0220;;Province0220;;;;;;;;;x
PROV221;Province0221;Province0221;Province0221;;Province0221;;;;;;;;;x
PROV222;Murdo;Murdo;Murdo;;Murdo;;;;;;;;;x
PROV223;Province0223;Province0223;Province0223;;Province0223;;;;;;;;;x
PROV224;Interu;Interu;Interu;;Interu;;;;;;;;;x
PROV225;Province0225;Province0225;Province0225;;Province0225;;;;;;;;;x
PROV226;Province0226;Province0226;Province0226;;Province0226;;;;;;;;;x
PROV227;Province0227;Province0227;Province0227;;Province0227;;;;;;;;;x
PROV228;Province0228;Province0228;Province0228;;Province0228;;;;;;;;;x
PROV229;Romi;Romi;Romi;;Romi;;;;;;;;;x
PROV230;Province0230;Province0230;Province0230;;Province0230;;;;;;;;;x
PROV231;Friche;Friche;Friche;;Friche;;;;;;;;;x
PROV232;Lagrio;Lagrio;Lagrio;;Lagrio;;;;;;;;;x
PROV233;Tran Traenge;Tran Traenge;Tran Traenge;;Tran Traenge;;;;;;;;;x
PROV234;Elizion;Elizion;Elizion;;Elizion;;;;;;;;;x
PROV235;Province0235;Province0235;Province0235;;Province0235;;;;;;;;;x
PROV236;Abetnix;Abetnix;Abetnix;;Abetnix;;;;;;;;;x
PROV237;Province0237;Province0237;Province0237;;Province0237;;;;;;;;;x
PROV238;Province0238;Province0238;Province0238;;Province0238;;;;;;;;;x
PROV239;Oria;Oria;Oria;;Oria;;;;;;;;;x
PROV240;Province0240;Province0240;Province0240;;Province0240;;;;;;;;;x
PROV241;Province0241;Province0241;Province0241;;Province0241;;;;;;;;;x
PROV242;Province0242;Province0242;Province0242;;Province0242;;;;;;;;;x
PROV243;Province0243;Province0243;Province0243;;Province0243;;;;;;;;;x
PROV244;Exolim;Exolim;Exolim;;Exolim;;;;;;;;;x
PROV245;Province0245;Province0245;Province0245;;Province0245;;;;;;;;;x
PROV246;Province0246;Province0246;Province0246;;Province0246;;;;;;;;;x
PROV247;Province0247;Province0247;Province0247;;Province0247;;;;;;;;;x
PROV248;Province0248;Province0248;Province0248;;Province0248;;;;;;;;;x
PROV249;Province0249;Province0249;Province0249;;Province0249;;;;;;;;;x
PROV250;Remotu;Remotu;Remotu;;Remotu;;;;;;;;;x
PROV251;Riult;Riult;Riult;;Riult;;;;;;;;;x
PROV252;Province0252;Province0252;Province0252;;Province0252;;;;;;;;;x
PROV253;Province0253;Province0253;Province0253;;Province0253;;;;;;;;;x
PROV254;Oettinott;Oettinott;Oettinott;;Oettinott;;;;;;;;;x
PROV255;Province0255;Province0255;Province0255;;Province0255;;;;;;;;;x
PROV256;Province0256;Province0256;Province0256;;Province0256;;;;;;;;;x
PROV257;Province0257;Province0257;Province0257;;Province0257;;;;;;;;;x
PROV258;Province0258;Province0258;Province0258;;Province0258;;;;;;;;;x
PROV259;Altrio;Altrio;Altrio;;Altrio;;;;;;;;;x
PROV260;Province0260;Province0260;Province0260;;Province0260;;;;;;;;;x
PROV261;Province0261;Province0261;Province0261;;Province0261;;;;;;;;;x
PROV262;Province0262;Province0262;Province0262;;Province0262;;;;;;;;;x
PROV263;Peralizion;Peralizion;Peralizion;;Peralizion;;;;;;;;;x
PROV264;Province0264;Province0264;Province0264;;Province0264;;;;;;;;;x
PROV265;Province0265;Province0265;Province0265;;Province0265;;;;;;;;;x
PROV266;Province0266;Province0266;Province0266;;Province0266;;;;;;;;;x
PROV267;Synethi;Synethi;Synethi;;Synethi;;;;;;;;;x
PROV268;Province0268;Province0268;Province0268;;Province0268;;;;;;;;;x
PROV269;Province0269;Province0269;Province0269;;Province0269;;;;;;;;;x
PROV270;Sutland;Sutland;Sutland;;Sutland;;;;;;;;;x
PROV271;Province0271;Province0271;Province0271;;Province0271;;;;;;;;;x
PROV272;Province0272;Province0272;Province0272;;Province0272;;;;;;;;;x
PROV273;Province0273;Province0273;Province0273;;Province0273;;;;;;;;;x
PROV274;Baruunu;Baruunu;Baruunu;;Baruunu;;;;;;;;;x
PROV275;Province0275;Province0275;Province0275;;Province0275;;;;;;;;;x
PROV276;Makrino;Makrino;Makrino;;Makrino;;;;;;;;;x
PROV277;Province0277;Province0277;Province0277;;Province0277;;;;;;;;;x
PROV278;Mittmarsh;Mittmarsh;Mittmarsh;;Mittmarsh;;;;;;;;;x
PROV279;Province0279;Province0279;Province0279;;Province0279;;;;;;;;;x
PROV280;Province0280;Province0280;Province0280;;Province0280;;;;;;;;;x
PROV281;Province0281;Province0281;Province0281;;Province0281;;;;;;;;;x
PROV282;Province0282;Province0282;Province0282;;Province0282;;;;;;;;;x
PROV283;Province0283;Province0283;Province0283;;Province0283;;;;;;;;;x
PROV284;Province0284;Province0284;Province0284;;Province0284;;;;;;;;;x
PROV285;Province0285;Province0285;Province0285;;Province0285;;;;;;;;;x
PROV286;Itaambul;Itaambul;Itaambul;;Itaambul;;;;;;;;;x
PROV287;Oriassur;Oriassur;Oriassur;;Oriassur;;;;;;;;;x
PROV288;Abethid;Abethid;Abethid;;Abethid;;;;;;;;;x
PROV289;Province0289;Province0289;Province0289;;Province0289;;;;;;;;;x
PROV290;Province0290;Province0290;Province0290;;Province0290;;;;;;;;;x
PROV291;Province0291;Province0291;Province0291;;Province0291;;;;;;;;;x
PROV292;Province0292;Province0292;Province0292;;Province0292;;;;;;;;;x
PROV293;Gadna;Gadna;Gadna;;Gadna;;;;;;;;;x
PROV294;Suuethid;Suuethid;Suuethid;;Suuethid;;;;;;;;;x
PROV295;Province0295;Province0295;Province0295;;Province0295;;;;;;;;;x
PROV296;Province0296;Province0296;Province0296;;Province0296;;;;;;;;;x
PROV297;Bethion;Bethion;Bethion;;Bethion;;;;;;;;;x
PROV298;Province0298;Province0298;Province0298;;Province0298;;;;;;;;;x
PROV299;Province0299;Province0299;Province0299;;Province0299;;;;;;;;;x
PROV300;Province0300;Province0300;Province0300;;Province0300;;;;;;;;;x
PROV301;Province0301;Province0301;Province0301;;Province0301;;;;;;;;;x
PROV302;Province0302;Province0302;Province0302;;Province0302;;;;;;;;;x
PROV303;Valkyrtov;Valkyrtov;Valkyrtov;;Valkyrtov;;;;;;;;;x
PROV304;Province0304;Province0304;Province0304;;Province0304;;;;;;;;;x
PROV305;Province0305;Province0305;Province0305;;Province0305;;;;;;;;;x
PROV306;Province0306;Province0306;Province0306;;Province0306;;;;;;;;;x
PROV307;Province0307;Province0307;Province0307;;Province0307;;;;;;;;;x
PROV308;Peras;Peras;Peras;;Peras;;;;;;;;;x
PROV309;Province0309;Province0309;Province0309;;Province0309;;;;;;;;;x
PROV310;Province0310;Province0310;Province0310;;Province0310;;;;;;;;;x
PROV311;Province0311;Province0311;Province0311;;Province0311;;;;;;;;;x
PROV312;Damjuul;Damjuul;Damjuul;;Damjuul;;;;;;;;;x
PROV313;Province0313;Province0313;Province0313;;Province0313;;;;;;;;;x
PROV314;Province0314;Province0314;Province0314;;Province0314;;;;;;;;;x
PROV315;Province0315;Province0315;Province0315;;Province0315;;;;;;;;;x
PROV316;Province0316;Province0316;Province0316;;Province0316;;;;;;;;;x
PROV317;Province0317;Province0317;Province0317;;Province0317;;;;;;;;;x
PROV318;Province0318;Province0318;Province0318;;Province0318;;;;;;;;;x
PROV319;Ostekion;Ostekion;Ostekion;;Ostekion;;;;;;;;;x
PROV320;Taldaar;Taldaar;Taldaar;;Taldaar;;;;;;;;;x
PROV321;Province0321;Province0321;Province0321;;Province0321;;;;;;;;;x
PROV322;Estperas;Estperas;Estperas;;Estperas;;;;;;;;;x
PROV323;Vutren;Vutren;Vutren;;Vutren;;;;;;;;;x
PROV324;Province0324;Province0324;Province0324;;Province0324;;;;;;;;;x
PROV325;Province0325;Province0325;Province0325;;Province0325;;;;;;;;;x
PROV326;Province0326;Province0326;Province0326;;Province0326;;;;;;;;;x
PROV327;Province0327;Province0327;Province0327;;Province0327;;;;;;;;;x
PROV328;Adelidom;Adelidom;Adelidom;;Adelidom;;;;;;;;;x
PROV329;Province0329;Province0329;Province0329;;Province0329;;;;;;;;;x
PROV330;Peninulas;Peninulas;Peninulas;;Peninulas;;;;;;;;;x
PROV331;Province0331;Province0331;Province0331;;Province0331;;;;;;;;;x
PROV332;Ostek;Ostek;Ostek;;Ostek;;;;;;;;;x
PROV333;Suustelia;Suustelia;Suustelia;;Suustelia;;;;;;;;;x
PROV334;Province0334;Province0334;Province0334;;Province0334;;;;;;;;;x
PROV335;Hophia;Hophia;Hophia;;Hophia;;;;;;;;;x
PROV336;Province0336;Province0336;Province0336;;Province0336;;;;;;;;;x
PROV337;Province0337;Province0337;Province0337;;Province0337;;;;;;;;;x
PROV338;Province0338;Province0338;Province0338;;Province0338;;;;;;;;;x
PROV339;Surtapenina;Surtapenina;Surtapenina;;Surtapenina;;;;;;;;;x
PROV340;Province0340;Province0340;Province0340;;Province0340;;;;;;;;;x
PROV341;Province0341;Province0341;Province0341;;Province0341;;;;;;;;;x
PROV342;Province0342;Province0342;Province0342;;Province0342;;;;;;;;;x
PROV343;Wilkdom;Wilkdom;Wilkdom;;Wilkdom;;;;;;;;;x
PROV344;Province0344;Province0344;Province0344;;Province0344;;;;;;;;;x
PROV345;Province0345;Province0345;Province0345;;Province0345;;;;;;;;;x
PROV346;Province0346;Province0346;Province0346;;Province0346;;;;;;;;;x
PROV347;Province0347;Province0347;Province0347;;Province0347;;;;;;;;;x
PROV348;Province0348;Province0348;Province0348;;Province0348;;;;;;;;;x
PROV349;Province0349;Province0349;Province0349;;Province0349;;;;;;;;;x
PROV350;Severn;Severn;Severn;;Severn;;;;;;;;;x
PROV351;Province0351;Province0351;Province0351;;Province0351;;;;;;;;;x
PROV352;Province0352;Province0352;Province0352;;Province0352;;;;;;;;;x
PROV353;Suulak;Suulak;Suulak;;Suulak;;;;;;;;;x
PROV354;Doma;Doma;Doma;;Doma;;;;;;;;;x
PROV355;Province0355;Province0355;Province0355;;Province0355;;;;;;;;;x
PROV356;Thorshby;Thorshby;Thorshby;;Thorshby;;;;;;;;;x
PROV357;Province0357;Province0357;Province0357;;Province0357;;;;;;;;;x
PROV358;Province0358;Province0358;Province0358;;Province0358;;;;;;;;;x
PROV359;Wahalta;Wahalta;Wahalta;;Wahalta;;;;;;;;;x
PROV360;Province0360;Province0360;Province0360;;Province0360;;;;;;;;;x
PROV361;Province0361;Province0361;Province0361;;Province0361;;;;;;;;;x
PROV362;Otcappase;Otcappase;Otcappase;;Otcappase;;;;;;;;;x
PROV363;Province0363;Province0363;Province0363;;Province0363;;;;;;;;;x
PROV364;Province0364;Province0364;Province0364;;Province0364;;;;;;;;;x
PROV365;Khalargus;Khalargus;Khalargus;;Khalargus;;;;;;;;;x
PROV366;Province0366;Province0366;Province0366;;Province0366;;;;;;;;;x
PROV367;Province0367;Province0367;Province0367;;Province0367;;;;;;;;;x
PROV368;Province0368;Province0368;Province0368;;Province0368;;;;;;;;;x
PROV369;Province0369;Province0369;Province0369;;Province0369;;;;;;;;;x
PROV370;Province0370;Province0370;Province0370;;Province0370;;;;;;;;;x
PROV371;Westamas;Westamas;Westamas;;Westamas;;;;;;;;;x
PROV372;Argamal;Argamal;Argamal;;Argamal;;;;;;;;;x
PROV373;Province0373;Province0373;Province0373;;Province0373;;;;;;;;;x
PROV374;Biengao;Biengao;Biengao;;Biengao;;;;;;;;;x
PROV375;Province0375;Province0375;Province0375;;Province0375;;;;;;;;;x
PROV376;Province0376;Province0376;Province0376;;Province0376;;;;;;;;;x
PROV377;Province0377;Province0377;Province0377;;Province0377;;;;;;;;;x
PROV378;Province0378;Province0378;Province0378;;Province0378;;;;;;;;;x
PROV379;Province0379;Province0379;Province0379;;Province0379;;;;;;;;;x
PROV380;Province0380;Province0380;Province0380;;Province0380;;;;;;;;;x
